#"+ BPC(1083.03666) Scan unstir_75_Ecoli-r018.d "
#Point,X(Minutes),Y(Counts)
0,0.058,0
1,0.074,0
2,0.091,0
3,0.108,0
4,0.124,0
5,0.141,0
6,0.158,0
7,0.174,0
8,0.191,0
9,0.207,0
10,0.224,0
11,0.241,0
12,0.257,0.124343015300505
13,0.274,0.0637340368078215
14,0.291,0
15,0.307,0
16,0.324,0
17,0.341,0
18,0.357,0
19,0.374,0
20,0.390,0.173196425682556
21,0.407,0
22,0.424,0
23,0.440,0.0817017160319105
24,0.457,0
25,0.474,0
26,0.490,0
27,0.507,0
28,0.523,0
29,0.540,0
30,0.557,0
31,0.573,0
32,0.590,0
33,0.607,0
34,0.623,0
35,0.640,0.0708011752450419
36,0.657,0.114798393445662
37,0.673,0
38,0.690,0
39,0.706,0
40,0.723,0
41,0.740,0
42,0.756,0
43,0.773,0
44,0.790,0
45,0.806,0
46,0.823,0
47,0.840,0
48,0.856,0
49,0.873,0
50,0.889,0
51,0.906,0.0685625815730432
52,0.923,0.0851836254337841
53,0.939,0
54,0.956,0
55,0.973,0
56,0.989,0
57,1.006,0
58,1.022,0
59,1.039,0
60,1.056,0.0650279620236702
61,1.072,0
62,1.089,0
63,1.106,0
64,1.122,0
65,1.139,0.144684640498215
66,1.156,0.0820483251836495
67,1.172,0
68,1.189,0
69,1.206,0.0721817600091763
70,1.222,0.0842142427431867
71,1.239,0
72,1.255,0.068525379535056
73,1.272,0
74,1.289,0
75,1.305,0.0830191309030223
76,1.322,0
77,1.339,0
78,1.355,0
79,1.372,0
80,1.388,0
81,1.405,0.148129434986312
82,1.422,0
83,1.438,0.0767929734306998
84,1.455,0.0704864487142009
85,1.472,0
86,1.488,0
87,1.505,0.073909830007391
88,1.522,0
89,1.538,0
90,1.555,0
91,1.571,0
92,1.588,0
93,1.605,0
94,1.621,0
95,1.638,0
96,1.655,0
97,1.671,0
98,1.688,0
99,1.705,0.0637917759583744
100,1.721,0
101,1.738,0.084797519973175
102,1.754,0
103,1.771,0
104,1.788,0.0890597718892695
105,1.804,0
106,1.821,0.131538332812664
107,1.838,0.115433267569346
108,1.854,0.0844570482380594
109,1.871,0
110,1.887,0
111,1.904,0
112,1.921,0.0635094886753333
113,1.937,0
114,1.954,0
115,1.971,0.0703575000420674
116,1.987,0
117,2.004,0
118,2.021,0
119,2.037,0
120,2.054,0
121,2.070,0
122,2.087,0
123,2.104,0
124,2.120,0
125,2.137,0
126,2.154,0.0701221872293186
127,2.170,0
128,2.187,0
129,2.203,0
130,2.220,0
131,2.237,0
132,2.253,0
133,2.270,0
134,2.287,0
135,2.303,0.154887088866038
136,2.320,0.0994055492642324
137,2.337,0
138,2.353,0
139,2.370,0
140,2.386,0
141,2.403,0
142,2.420,0
143,2.436,0
144,2.453,0
145,2.470,0
146,2.486,0
147,2.503,0
148,2.520,0
149,2.536,0
150,2.553,0
151,2.569,0
152,2.586,0
153,2.603,0
154,2.619,0.0962907619254938
155,2.636,0.0692224167831049
156,2.653,0
157,2.669,0.0650416889270961
158,2.686,0
159,2.702,0
160,2.719,0
161,2.736,0
162,2.752,0
163,2.769,0
164,2.786,0
165,2.802,0
166,2.819,0.0656761709918316
167,2.836,0
168,2.852,0.0727902645384085
169,2.869,0
170,2.885,0
171,2.902,0
172,2.919,0
173,2.935,0
174,2.952,0
175,2.969,0.0896104065816327
176,2.985,0
177,3.002,0
178,3.019,0.0773991352867099
179,3.035,0
180,3.052,0
181,3.068,0
182,3.085,0
183,3.102,0
184,3.118,0
185,3.135,0.0852330248612753
186,3.152,0.0686362208920568
187,3.168,0
188,3.185,0
189,3.201,0
190,3.218,0
191,3.235,0
192,3.251,0
193,3.268,0
194,3.285,0
195,3.301,0
196,3.318,0
197,3.335,0.0968632938361571
198,3.351,0
199,3.368,0
200,3.384,0
201,3.401,0
202,3.418,0
203,3.434,0.109958498331874
204,3.451,0
205,3.468,0
206,3.484,0
207,3.501,0
208,3.518,0
209,3.534,0
210,3.551,0
211,3.568,0
212,3.584,0
213,3.601,0
214,3.617,0
215,3.634,0.0672087778232445
216,3.651,0
217,3.667,0
218,3.684,0
219,3.701,0
220,3.717,0.0697874947335157
221,3.734,0.0837498126171197
222,3.750,0
223,3.767,0
224,3.784,0.0727469202435639
225,3.800,0.119588472871841
226,3.817,0
227,3.834,0
228,3.850,0.13911668707712
229,3.867,0
230,3.884,0
231,3.900,0
232,3.917,0
233,3.933,0
234,3.950,0
235,3.967,0
236,3.983,0
237,4.000,0
238,4.017,0
239,4.033,0
240,4.050,0
241,4.067,0
242,4.083,0
243,4.100,0
244,4.116,0
245,4.133,0
246,4.150,0.097255856168829
247,4.166,0
248,4.183,0
249,4.200,0
250,4.216,0
251,4.233,0.123531908259424
252,4.249,0.0642647974996674
253,4.266,0
254,4.283,0.0775485920300055
255,4.299,0
256,4.316,0
257,4.333,0
258,4.349,0
259,4.366,0
260,4.383,0
261,4.399,0
262,4.416,0
263,4.432,0
264,4.449,0
265,4.466,0.122558246802032
266,4.482,0
267,4.499,0.0918544842386742
268,4.516,0
269,4.532,0
270,4.549,0
271,4.566,0.0930977951283152
272,4.582,0
273,4.599,0
274,4.615,0.0998068530593822
275,4.632,0
276,4.649,0
277,4.665,0
278,4.682,0
279,4.699,0
280,4.715,0
281,4.732,0
282,4.748,0
283,4.765,0
284,4.782,0
285,4.798,0
286,4.815,0
287,4.832,0.0954018820056229
288,4.848,0
289,4.865,0
290,4.882,0.112927478463701
291,4.898,0
292,4.915,0
293,4.931,0.100076841308007
294,4.948,0
295,4.965,0
296,4.981,0
297,4.998,0
298,5.015,0.0669693266104854
299,5.031,0
300,5.048,0.126919171727027
301,5.064,0
302,5.081,0
303,5.098,0.0708831204054796
304,5.114,0
305,5.131,0
306,5.148,0
307,5.164,0
308,5.181,0.103093362217495
309,5.198,0.0724744586354011
310,5.214,0
311,5.231,0
312,5.247,0
313,5.264,0
314,5.281,0
315,5.297,0
316,5.314,0
317,5.331,0.0702949642196897
318,5.347,0
319,5.364,0
320,5.381,0
321,5.397,0
322,5.414,0
323,5.430,0
324,5.447,0
325,5.464,0
326,5.480,0
327,5.497,0
328,5.514,0
329,5.530,0
330,5.547,0
331,5.563,0
332,5.580,0
333,5.597,0
334,5.613,0.0812231717837031
335,5.630,0
336,5.647,0
337,5.663,0
338,5.680,0
339,5.697,0
340,5.713,0
341,5.730,0.0761180947735833
342,5.746,0.0703213967371824
343,5.763,0
344,5.780,0
345,5.796,0
346,5.813,0
347,5.830,0
348,5.846,0
349,5.863,0
350,5.880,0
351,5.896,0
352,5.913,0.0997753721779004
353,5.929,0
354,5.946,0
355,5.963,0
356,5.979,0.0669721484668667
357,5.996,0.131397820821671
358,6.013,0
359,6.029,0.0854927808553715
360,6.046,0
361,6.062,0
362,6.079,0.0850498026460829
363,6.096,0
364,6.112,0.0691238115374796
365,6.129,0
366,6.146,0
367,6.162,0
368,6.179,0
369,6.196,0.0982298467621279
370,6.212,0.107546861456638
371,6.229,0
372,6.245,0
373,6.262,0.0856597979673657
374,6.279,0
375,6.295,0
376,6.312,0
377,6.329,0
378,6.345,0
379,6.362,0
380,6.379,0
381,6.395,0.0888516805521439
382,6.412,0.0943447458738717
383,6.428,0.0845729040774118
384,6.445,0
385,6.462,0
386,6.478,0.0691540194374377
387,6.495,0
388,6.512,0
389,6.528,0
390,6.545,0
391,6.561,0
392,6.578,0
393,6.595,0
394,6.611,0.0878769155214162
395,6.628,0
396,6.645,0
397,6.661,0.0856482394887405
398,6.678,0
399,6.695,0
400,6.711,0.139168893840291
401,6.728,0
402,6.744,0
403,6.761,0.0762587084094884
404,6.778,0
405,6.794,0.0840528887048908
406,6.811,0.073883489454343
407,6.828,0
408,6.844,0
409,6.861,0
410,6.878,0.0744860937384144
411,6.894,0
412,6.911,0
413,6.927,0
414,6.944,0
415,6.961,0
416,6.977,0
417,6.994,0
418,7.011,0
419,7.027,0
420,7.044,0.120870060331402
421,7.060,0
422,7.077,0
423,7.094,0
424,7.110,0
425,7.127,0
426,7.144,0
427,7.160,0.0739803522157535
428,7.177,0
429,7.194,0.0774457080175859
430,7.210,0
431,7.227,0.0746673750198008
432,7.243,0
433,7.260,0
434,7.277,0
435,7.293,0
436,7.310,0
437,7.327,0.0707575598970972
438,7.343,0
439,7.360,0
440,7.377,0
441,7.393,0
442,7.410,0
443,7.426,0.0877605175758636
444,7.443,0
445,7.460,0
446,7.476,0
447,7.493,0.0719014088197073
448,7.510,0
449,7.526,0
450,7.543,0.0724365983255994
451,7.559,0
452,7.576,0
453,7.593,0
454,7.609,0
455,7.626,0.0826079723915907
456,7.643,0
457,7.659,0
458,7.676,0
459,7.693,0
460,7.709,0
461,7.726,0.0653646099739809
462,7.742,0
463,7.759,0
464,7.776,0
465,7.792,0
466,7.809,0
467,7.826,0
468,7.842,0
469,7.859,0
470,7.876,0
471,7.892,0
472,7.909,0
473,7.925,0
474,7.942,0
475,7.959,0.070856687887987
476,7.975,0
477,7.992,0
478,8.009,0
479,8.025,0
480,8.042,0
481,8.058,0
482,8.075,0.0672325675730112
483,8.092,0
484,8.108,0
485,8.125,0
486,8.142,0.0673390623999427
487,8.158,0
