#"+ BPC(1083.03666) Scan stir_75_Ecoli-r003.d "
#Point,X(Minutes),Y(Counts)
0,0.065,0
1,0.081,0
2,0.098,0
3,0.115,0
4,0.131,0
5,0.148,0
6,0.165,0.42449124828951
7,0.181,0
8,0.198,0
9,0.214,0
10,0.231,0
11,0.248,0.292655594955893
12,0.264,0
13,0.281,0
14,0.298,0
15,0.314,0
16,0.331,0
17,0.347,0
18,0.364,0
19,0.381,0
20,0.397,0
21,0.414,0
22,0.431,0
23,0.447,0
24,0.464,0
25,0.481,0
26,0.497,0
27,0.514,0
28,0.530,0
29,0.547,0
30,0.564,0
31,0.580,0
32,0.597,0
33,0.614,0
34,0.630,0
35,0.647,0
36,0.664,0
37,0.680,0
38,0.697,0
39,0.713,0
40,0.730,0
41,0.747,0
42,0.763,0.325088482178218
43,0.780,0
44,0.797,0
45,0.813,0
46,0.830,0
47,0.846,0
48,0.863,0
49,0.880,0
50,0.896,0
51,0.913,0
52,0.930,0
53,0.946,0
54,0.963,0.36521569087582
55,0.980,0
56,0.996,0
57,1.013,0
58,1.029,0
59,1.046,0
60,1.063,0
61,1.079,0
62,1.096,0
63,1.113,0
64,1.129,0
65,1.146,0
66,1.163,0
67,1.179,0
68,1.196,0
69,1.212,0
70,1.229,0
71,1.246,0
72,1.262,0
73,1.279,0
74,1.296,0
75,1.312,0
76,1.329,0
77,1.345,0
78,1.362,0
79,1.379,0
80,1.395,0
81,1.412,0.261371810156331
82,1.429,0
83,1.445,0
84,1.462,0
85,1.479,0
86,1.495,0
87,1.512,0
88,1.528,0
89,1.545,0.262119776670555
90,1.562,0
91,1.578,0
92,1.595,0
93,1.612,0
94,1.628,0
95,1.645,0
96,1.662,0
97,1.678,0
98,1.695,0
99,1.711,0
100,1.728,0
101,1.745,0
102,1.761,0
103,1.778,0
104,1.795,0
105,1.811,0.249473044074374
106,1.828,0.328447291915926
107,1.844,0
108,1.861,0.300591273332761
109,1.878,0
110,1.894,0
111,1.911,0
112,1.928,0
113,1.944,0
114,1.961,0
115,1.978,0
116,1.994,0
117,2.011,0
118,2.027,0
119,2.044,0
120,2.061,0
